ID,Positively charged,Polarity,Non polarity,Cyclic,Aromaticity,Basicity,Hydrophobicity,Hydrophilicity,Small
Seq_14714,0.176,0.118,0.529,0.0,0.059,0.176,0.471,0.176,0.353
Seq_14715,0.176,0.176,0.471,0.0,0.118,0.176,0.412,0.176,0.353
Seq_14716,0.176,0.176,0.412,0.0,0.118,0.176,0.353,0.235,0.412
Seq_14717,0.176,0.176,0.353,0.0,0.118,0.176,0.353,0.235,0.353
Seq_14718,0.176,0.176,0.412,0.059,0.118,0.176,0.412,0.294,0.412
Seq_14719,0.176,0.176,0.412,0.059,0.118,0.176,0.412,0.294,0.353
Seq_14720,0.176,0.176,0.412,0.059,0.118,0.176,0.412,0.294,0.353
Seq_14721,0.176,0.235,0.353,0.059,0.118,0.176,0.412,0.294,0.353
Seq_14722,0.176,0.235,0.353,0.059,0.118,0.176,0.412,0.294,0.353
Seq_14723,0.176,0.176,0.412,0.059,0.059,0.176,0.471,0.294,0.412
Seq_14724,0.235,0.176,0.353,0.059,0.059,0.235,0.412,0.353,0.412
Seq_14725,0.294,0.176,0.294,0.059,0.059,0.294,0.353,0.412,0.412
Seq_14726,0.294,0.176,0.294,0.059,0.059,0.294,0.353,0.412,0.412
Seq_14727,0.294,0.176,0.294,0.059,0.059,0.294,0.353,0.412,0.412
Seq_14728,0.294,0.176,0.294,0.059,0.059,0.294,0.294,0.412,0.412
Seq_14729,0.294,0.176,0.294,0.059,0.059,0.294,0.294,0.412,0.412
Seq_14730,0.294,0.176,0.353,0.059,0.059,0.294,0.353,0.412,0.353
Seq_14731,0.294,0.176,0.412,0.059,0.059,0.294,0.412,0.412,0.412
Seq_14732,0.294,0.176,0.412,0.059,0.0,0.294,0.471,0.412,0.471
Seq_14733,0.294,0.176,0.471,0.059,0.0,0.294,0.529,0.353,0.412
Seq_14734,0.353,0.176,0.471,0.059,0.0,0.353,0.529,0.412,0.412
Seq_14735,0.412,0.176,0.412,0.0,0.0,0.412,0.471,0.412,0.353
Seq_14736,0.412,0.176,0.353,0.0,0.0,0.412,0.412,0.471,0.412
Seq_14737,0.353,0.235,0.353,0.0,0.0,0.353,0.412,0.412,0.471
Seq_14738,0.412,0.176,0.353,0.0,0.0,0.412,0.353,0.471,0.412
Seq_14739,0.353,0.176,0.353,0.0,0.0,0.353,0.353,0.471,0.471
Seq_14740,0.353,0.176,0.353,0.0,0.0,0.353,0.353,0.471,0.412
Seq_14741,0.294,0.176,0.353,0.0,0.0,0.294,0.353,0.412,0.412
Seq_14742,0.235,0.176,0.353,0.0,0.0,0.235,0.353,0.353,0.412
Seq_14743,0.235,0.118,0.412,0.0,0.0,0.235,0.412,0.353,0.353
Seq_14744,0.294,0.118,0.353,0.0,0.0,0.294,0.353,0.412,0.353
Seq_14745,0.294,0.118,0.353,0.059,0.0,0.294,0.412,0.471,0.353
Seq_14746,0.235,0.176,0.353,0.059,0.059,0.235,0.412,0.412,0.353
Seq_14747,0.235,0.176,0.353,0.059,0.059,0.235,0.412,0.412,0.353
Seq_14748,0.235,0.176,0.353,0.059,0.118,0.235,0.412,0.412,0.294
Seq_14749,0.294,0.118,0.353,0.059,0.118,0.294,0.353,0.471,0.235
Seq_14750,0.294,0.118,0.353,0.059,0.118,0.294,0.353,0.471,0.294
Seq_14751,0.235,0.118,0.412,0.059,0.118,0.235,0.412,0.412,0.294
Seq_14752,0.176,0.118,0.412,0.059,0.118,0.176,0.412,0.353,0.294
Seq_14753,0.176,0.118,0.412,0.059,0.118,0.176,0.412,0.294,0.235
Seq_14754,0.176,0.118,0.412,0.059,0.118,0.176,0.412,0.294,0.235
Seq_14755,0.118,0.176,0.412,0.059,0.176,0.118,0.412,0.235,0.235
Seq_14756,0.118,0.235,0.412,0.059,0.235,0.118,0.412,0.176,0.176
Seq_14757,0.176,0.235,0.353,0.059,0.235,0.176,0.353,0.235,0.176
Seq_14758,0.176,0.235,0.412,0.059,0.235,0.176,0.412,0.235,0.176
Seq_14759,0.176,0.235,0.412,0.059,0.235,0.176,0.412,0.235,0.235
Seq_14760,0.235,0.235,0.353,0.059,0.235,0.235,0.353,0.294,0.235
Seq_14761,0.235,0.235,0.353,0.059,0.235,0.235,0.353,0.294,0.235
Seq_14762,0.235,0.235,0.353,0.0,0.235,0.235,0.353,0.235,0.176
Seq_14763,0.235,0.176,0.412,0.059,0.176,0.235,0.412,0.294,0.235
Seq_14764,0.294,0.176,0.353,0.059,0.176,0.294,0.353,0.353,0.235
Seq_14765,0.294,0.176,0.353,0.059,0.118,0.294,0.353,0.353,0.294
Seq_14766,0.235,0.176,0.412,0.059,0.118,0.235,0.412,0.294,0.294
Seq_14767,0.294,0.176,0.353,0.059,0.118,0.294,0.353,0.353,0.235
Seq_14768,0.294,0.176,0.353,0.059,0.118,0.294,0.353,0.353,0.294
Seq_14769,0.294,0.176,0.412,0.059,0.118,0.294,0.412,0.353,0.353
Seq_14770,0.294,0.176,0.471,0.059,0.118,0.294,0.471,0.353,0.412
Seq_14771,0.294,0.118,0.529,0.059,0.118,0.294,0.529,0.353,0.412
Seq_14772,0.294,0.118,0.529,0.059,0.059,0.294,0.588,0.353,0.471
Seq_14773,0.294,0.059,0.529,0.059,0.0,0.294,0.588,0.353,0.471
Seq_14774,0.235,0.059,0.529,0.059,0.0,0.235,0.588,0.294,0.529
Seq_14775,0.235,0.059,0.529,0.059,0.0,0.235,0.588,0.294,0.529
Seq_14776,0.235,0.059,0.529,0.059,0.0,0.235,0.588,0.294,0.529
Seq_14777,0.176,0.059,0.588,0.059,0.0,0.176,0.647,0.235,0.529
Seq_14778,0.118,0.059,0.647,0.059,0.0,0.118,0.706,0.176,0.588
Seq_14779,0.118,0.118,0.588,0.059,0.0,0.118,0.647,0.176,0.647
Seq_14780,0.176,0.118,0.529,0.0,0.0,0.176,0.588,0.176,0.588
Seq_14781,0.118,0.118,0.588,0.0,0.0,0.118,0.588,0.118,0.647
Seq_14782,0.176,0.118,0.529,0.0,0.0,0.176,0.529,0.176,0.588
Seq_14783,0.176,0.176,0.471,0.0,0.0,0.176,0.529,0.176,0.647
Seq_14784,0.118,0.176,0.529,0.0,0.059,0.118,0.588,0.118,0.647
Seq_14785,0.118,0.176,0.529,0.059,0.059,0.118,0.588,0.176,0.647
Seq_14786,0.176,0.176,0.471,0.059,0.059,0.176,0.529,0.235,0.588
Seq_14787,0.176,0.176,0.471,0.059,0.059,0.176,0.471,0.235,0.588
Seq_14788,0.176,0.176,0.471,0.059,0.059,0.176,0.471,0.235,0.529
Seq_14789,0.176,0.176,0.471,0.059,0.059,0.176,0.412,0.235,0.529
Seq_14790,0.235,0.176,0.471,0.059,0.059,0.235,0.412,0.294,0.529
Seq_14791,0.235,0.176,0.471,0.059,0.059,0.235,0.412,0.294,0.471
Seq_14792,0.235,0.235,0.412,0.059,0.059,0.235,0.412,0.294,0.529
Seq_14793,0.235,0.235,0.471,0.059,0.059,0.235,0.471,0.294,0.529
Seq_14794,0.235,0.294,0.412,0.059,0.118,0.235,0.412,0.294,0.529
Seq_14795,0.235,0.353,0.353,0.059,0.118,0.235,0.353,0.294,0.529
Seq_14796,0.235,0.294,0.353,0.059,0.118,0.235,0.353,0.294,0.471
Seq_14797,0.176,0.353,0.353,0.059,0.118,0.176,0.353,0.235,0.529
Seq_14798,0.176,0.353,0.353,0.059,0.118,0.176,0.412,0.235,0.529
Seq_14799,0.176,0.353,0.353,0.059,0.118,0.176,0.412,0.235,0.529
Seq_14800,0.176,0.294,0.412,0.059,0.118,0.176,0.412,0.235,0.471
Seq_14801,0.176,0.294,0.412,0.059,0.059,0.176,0.412,0.235,0.471
Seq_14802,0.176,0.353,0.353,0.0,0.059,0.176,0.353,0.176,0.412
Seq_14803,0.176,0.353,0.353,0.0,0.059,0.176,0.353,0.176,0.412
Seq_14804,0.176,0.353,0.353,0.0,0.059,0.176,0.412,0.176,0.353
Seq_14805,0.176,0.353,0.353,0.0,0.059,0.176,0.412,0.176,0.353
Seq_14806,0.176,0.294,0.353,0.0,0.059,0.176,0.412,0.176,0.294
Seq_14807,0.118,0.294,0.353,0.0,0.059,0.118,0.412,0.118,0.294
Seq_14808,0.118,0.294,0.353,0.0,0.059,0.118,0.412,0.118,0.353
Seq_14809,0.118,0.235,0.353,0.0,0.059,0.118,0.353,0.118,0.294
Seq_14810,0.176,0.235,0.294,0.0,0.059,0.176,0.294,0.176,0.235
Seq_14811,0.235,0.176,0.294,0.0,0.0,0.235,0.294,0.235,0.235
Seq_14812,0.235,0.118,0.353,0.0,0.0,0.235,0.353,0.235,0.176
Seq_14813,0.294,0.118,0.353,0.0,0.0,0.294,0.353,0.294,0.176
Seq_14814,0.353,0.059,0.353,0.0,0.0,0.353,0.353,0.353,0.118
Seq_14815,0.353,0.059,0.353,0.0,0.0,0.353,0.353,0.353,0.059
Seq_14816,0.294,0.059,0.412,0.0,0.0,0.294,0.353,0.294,0.118
Seq_14817,0.294,0.059,0.412,0.0,0.0,0.294,0.353,0.294,0.176
Seq_14818,0.353,0.059,0.353,0.0,0.0,0.353,0.294,0.353,0.176
Seq_14819,0.353,0.0,0.412,0.0,0.059,0.353,0.353,0.353,0.176
Seq_14820,0.294,0.059,0.412,0.0,0.059,0.294,0.353,0.294,0.235
Seq_14821,0.353,0.059,0.353,0.0,0.059,0.353,0.294,0.353,0.235
Seq_14822,0.353,0.059,0.353,0.0,0.118,0.353,0.294,0.353,0.235
Seq_14823,0.353,0.059,0.412,0.0,0.118,0.353,0.353,0.353,0.235
Seq_14824,0.353,0.059,0.412,0.0,0.118,0.353,0.353,0.353,0.235
Seq_14825,0.353,0.059,0.471,0.0,0.118,0.353,0.412,0.353,0.235
Seq_14826,0.353,0.059,0.529,0.0,0.118,0.353,0.471,0.353,0.235
Seq_14827,0.294,0.059,0.588,0.0,0.118,0.294,0.471,0.294,0.294
Seq_14828,0.235,0.059,0.647,0.0,0.118,0.235,0.529,0.235,0.294
Seq_14829,0.235,0.059,0.588,0.0,0.118,0.235,0.471,0.235,0.353
Seq_14830,0.235,0.059,0.588,0.0,0.118,0.235,0.471,0.235,0.353
Seq_14831,0.176,0.059,0.647,0.0,0.176,0.176,0.529,0.176,0.353
Seq_14832,0.176,0.059,0.647,0.0,0.235,0.176,0.529,0.176,0.353
Seq_14833,0.176,0.059,0.588,0.0,0.235,0.176,0.529,0.176,0.353
Seq_14834,0.0,0.0,0.882,0.0,0.0,0.0,0.824,0.0,0.706
Seq_14835,0.0,0.0,0.882,0.0,0.0,0.0,0.765,0.0,0.706
Seq_14836,0.0,0.0,0.882,0.0,0.0,0.0,0.765,0.0,0.706
Seq_14837,0.0,0.0,0.882,0.0,0.0,0.0,0.706,0.0,0.706
Seq_14838,0.059,0.0,0.824,0.0,0.0,0.059,0.647,0.059,0.647
Seq_14839,0.118,0.0,0.765,0.0,0.0,0.118,0.588,0.118,0.588
Seq_14840,0.118,0.059,0.706,0.0,0.0,0.118,0.588,0.118,0.588
Seq_14841,0.118,0.059,0.706,0.0,0.0,0.118,0.588,0.118,0.529
Seq_14842,0.118,0.059,0.706,0.0,0.0,0.118,0.588,0.118,0.529
Seq_14843,0.118,0.059,0.647,0.0,0.0,0.118,0.529,0.118,0.529
Seq_14844,0.176,0.059,0.588,0.0,0.0,0.176,0.471,0.176,0.529
Seq_14845,0.176,0.059,0.588,0.0,0.0,0.176,0.471,0.176,0.529
Seq_14846,0.176,0.118,0.529,0.0,0.0,0.176,0.412,0.176,0.529
Seq_14847,0.176,0.118,0.529,0.0,0.0,0.176,0.353,0.176,0.588
Seq_14848,0.176,0.118,0.588,0.0,0.0,0.176,0.412,0.176,0.647
Seq_14849,0.176,0.118,0.588,0.0,0.059,0.176,0.471,0.176,0.588
Seq_14850,0.235,0.118,0.529,0.0,0.059,0.235,0.412,0.235,0.529
Seq_14851,0.235,0.118,0.588,0.0,0.059,0.235,0.471,0.235,0.529
Seq_14852,0.235,0.118,0.588,0.0,0.059,0.235,0.529,0.235,0.529
Seq_14853,0.235,0.118,0.588,0.0,0.059,0.235,0.471,0.235,0.529
Seq_14854,0.294,0.118,0.529,0.0,0.059,0.294,0.471,0.294,0.471
Seq_14855,0.235,0.176,0.529,0.0,0.059,0.235,0.471,0.235,0.529
Seq_14856,0.176,0.176,0.588,0.0,0.059,0.176,0.529,0.176,0.588
Seq_14857,0.176,0.118,0.647,0.0,0.059,0.176,0.529,0.176,0.588
Seq_14858,0.176,0.176,0.588,0.0,0.059,0.176,0.529,0.176,0.647
Seq_14859,0.176,0.176,0.588,0.0,0.059,0.176,0.529,0.176,0.588
Seq_14860,0.176,0.176,0.647,0.0,0.059,0.176,0.588,0.176,0.647
Seq_14861,0.118,0.176,0.706,0.0,0.118,0.118,0.647,0.118,0.647
Seq_14862,0.118,0.176,0.706,0.059,0.118,0.118,0.647,0.176,0.706
Seq_14863,0.176,0.118,0.706,0.059,0.118,0.176,0.647,0.235,0.647
Seq_14864,0.176,0.176,0.647,0.059,0.176,0.176,0.647,0.235,0.588
Seq_14865,0.176,0.176,0.647,0.059,0.176,0.176,0.588,0.235,0.588
Seq_14866,0.176,0.235,0.588,0.059,0.118,0.176,0.529,0.235,0.588
Seq_14867,0.118,0.294,0.588,0.059,0.118,0.118,0.529,0.176,0.647
Seq_14868,0.118,0.294,0.588,0.059,0.118,0.118,0.529,0.176,0.647
Seq_14869,0.118,0.294,0.588,0.059,0.118,0.118,0.529,0.176,0.647
Seq_14870,0.118,0.294,0.588,0.059,0.118,0.118,0.588,0.176,0.647
Seq_14871,0.059,0.294,0.588,0.059,0.118,0.059,0.588,0.118,0.706
Seq_14872,0.059,0.235,0.647,0.059,0.118,0.059,0.647,0.118,0.647
Seq_14873,0.059,0.235,0.647,0.059,0.118,0.059,0.647,0.118,0.647
Seq_14874,0.059,0.235,0.647,0.059,0.118,0.059,0.647,0.118,0.647
Seq_14875,0.059,0.176,0.647,0.059,0.118,0.059,0.588,0.118,0.588
Seq_14876,0.059,0.176,0.647,0.059,0.118,0.059,0.588,0.118,0.647
Seq_14877,0.059,0.176,0.647,0.059,0.118,0.059,0.588,0.118,0.588
Seq_14878,0.118,0.176,0.588,0.059,0.059,0.118,0.529,0.176,0.588
Seq_14879,0.118,0.176,0.588,0.0,0.059,0.118,0.471,0.118,0.588
Seq_14880,0.059,0.176,0.588,0.0,0.059,0.059,0.471,0.059,0.588
Seq_14881,0.118,0.118,0.588,0.0,0.0,0.118,0.471,0.118,0.588
Seq_14882,0.118,0.118,0.588,0.0,0.0,0.118,0.471,0.118,0.588
Seq_14883,0.118,0.059,0.588,0.0,0.0,0.118,0.471,0.118,0.647
Seq_14884,0.118,0.0,0.647,0.0,0.0,0.118,0.529,0.118,0.588
Seq_14885,0.118,0.0,0.647,0.0,0.0,0.118,0.529,0.118,0.588
Seq_14886,0.118,0.059,0.588,0.0,0.0,0.118,0.471,0.118,0.588
Seq_14887,0.118,0.118,0.529,0.0,0.0,0.118,0.412,0.118,0.588
Seq_14888,0.118,0.118,0.588,0.0,0.0,0.118,0.471,0.118,0.588
Seq_14889,0.118,0.176,0.529,0.0,0.059,0.118,0.412,0.118,0.588
Seq_14890,0.118,0.176,0.529,0.0,0.059,0.118,0.412,0.118,0.588
Seq_14891,0.118,0.176,0.529,0.0,0.059,0.118,0.412,0.118,0.529
Seq_14892,0.118,0.176,0.588,0.0,0.059,0.118,0.471,0.118,0.588
Seq_14893,0.118,0.235,0.529,0.0,0.059,0.118,0.471,0.118,0.588
Seq_14894,0.118,0.235,0.529,0.0,0.059,0.118,0.471,0.118,0.588
Seq_14895,0.059,0.235,0.588,0.0,0.118,0.059,0.529,0.059,0.588
Seq_14896,0.059,0.235,0.588,0.0,0.118,0.059,0.588,0.059,0.588
Seq_14897,0.059,0.235,0.647,0.0,0.118,0.059,0.647,0.059,0.588
Seq_14898,0.0,0.235,0.647,0.0,0.118,0.0,0.647,0.0,0.647
Seq_14899,0.059,0.235,0.588,0.0,0.118,0.059,0.647,0.059,0.588
Seq_14900,0.059,0.235,0.647,0.0,0.118,0.059,0.706,0.059,0.588
Seq_14901,0.059,0.235,0.647,0.0,0.118,0.059,0.647,0.059,0.647
Seq_14902,0.059,0.235,0.647,0.0,0.118,0.059,0.647,0.059,0.647
Seq_14903,0.059,0.176,0.706,0.0,0.118,0.059,0.706,0.059,0.647
Seq_14904,0.118,0.118,0.706,0.0,0.118,0.118,0.706,0.118,0.588
Seq_14905,0.118,0.176,0.647,0.0,0.118,0.118,0.706,0.118,0.588
Seq_14906,0.118,0.118,0.706,0.0,0.059,0.118,0.765,0.118,0.588
Seq_14907,0.118,0.176,0.647,0.0,0.059,0.118,0.706,0.118,0.529
Seq_14908,0.118,0.176,0.647,0.0,0.059,0.118,0.647,0.118,0.588
Seq_14909,0.118,0.176,0.647,0.0,0.059,0.118,0.647,0.118,0.529
Seq_14910,0.118,0.176,0.647,0.0,0.059,0.118,0.647,0.118,0.529
Seq_14911,0.176,0.176,0.588,0.0,0.059,0.176,0.588,0.176,0.529
Seq_14912,0.176,0.176,0.588,0.0,0.0,0.176,0.529,0.176,0.588
Seq_14913,0.176,0.235,0.529,0.0,0.059,0.176,0.471,0.176,0.529
Seq_14914,0.176,0.235,0.471,0.0,0.059,0.176,0.412,0.176,0.588
Seq_14915,0.176,0.235,0.529,0.0,0.059,0.176,0.471,0.176,0.588
Seq_14916,0.118,0.235,0.588,0.0,0.059,0.118,0.529,0.118,0.647
Seq_14917,0.118,0.235,0.588,0.0,0.059,0.118,0.529,0.118,0.588
Seq_14918,0.118,0.235,0.588,0.0,0.059,0.118,0.588,0.118,0.529
Seq_14919,0.118,0.235,0.529,0.0,0.059,0.118,0.529,0.118,0.529
Seq_14920,0.176,0.235,0.471,0.0,0.059,0.176,0.471,0.176,0.471
Seq_14921,0.118,0.294,0.471,0.0,0.118,0.118,0.471,0.118,0.471
Seq_14922,0.118,0.235,0.529,0.0,0.118,0.118,0.471,0.118,0.471
Seq_14923,0.118,0.235,0.529,0.0,0.118,0.118,0.471,0.118,0.529
Seq_14924,0.118,0.235,0.529,0.0,0.118,0.118,0.471,0.118,0.588
Seq_14925,0.118,0.235,0.471,0.0,0.118,0.118,0.471,0.176,0.588
Seq_14926,0.118,0.235,0.471,0.0,0.118,0.118,0.471,0.176,0.647
Seq_14927,0.118,0.176,0.529,0.0,0.118,0.118,0.471,0.176,0.647
Seq_14928,0.059,0.235,0.529,0.0,0.176,0.059,0.471,0.118,0.647
Seq_14929,0.059,0.294,0.471,0.0,0.176,0.059,0.471,0.118,0.647
Seq_14930,0.059,0.235,0.529,0.0,0.118,0.059,0.529,0.118,0.706
Seq_14931,0.059,0.235,0.588,0.0,0.118,0.059,0.588,0.118,0.706
Seq_14932,0.118,0.235,0.529,0.0,0.118,0.118,0.529,0.176,0.647
Seq_14933,0.118,0.235,0.529,0.0,0.118,0.118,0.529,0.176,0.588
Seq_14934,0.176,0.235,0.471,0.0,0.118,0.176,0.471,0.235,0.588
Seq_14935,0.176,0.235,0.412,0.0,0.118,0.176,0.412,0.235,0.588
Seq_14936,0.176,0.235,0.412,0.0,0.118,0.176,0.412,0.294,0.588
Seq_14937,0.118,0.235,0.471,0.0,0.118,0.118,0.471,0.235,0.647
Seq_14938,0.118,0.176,0.529,0.0,0.059,0.118,0.529,0.235,0.706
Seq_14939,0.118,0.176,0.529,0.0,0.059,0.118,0.471,0.235,0.706
Seq_14940,0.176,0.176,0.471,0.0,0.059,0.176,0.412,0.294,0.647
Seq_14941,0.176,0.118,0.529,0.0,0.059,0.176,0.471,0.294,0.647
Seq_14942,0.176,0.118,0.588,0.0,0.059,0.176,0.529,0.235,0.647
Seq_14943,0.176,0.118,0.588,0.0,0.059,0.176,0.529,0.235,0.647
Seq_14944,0.176,0.118,0.588,0.0,0.118,0.176,0.529,0.235,0.588
Seq_14945,0.176,0.059,0.647,0.0,0.059,0.176,0.588,0.235,0.647
Seq_14946,0.176,0.059,0.647,0.0,0.059,0.176,0.588,0.235,0.588
Seq_14947,0.235,0.059,0.588,0.0,0.059,0.235,0.529,0.294,0.529
Seq_14948,0.235,0.059,0.588,0.0,0.059,0.235,0.529,0.294,0.471
Seq_14949,0.176,0.059,0.588,0.0,0.059,0.176,0.529,0.235,0.471
Seq_14950,0.176,0.059,0.588,0.0,0.118,0.176,0.529,0.235,0.471
Seq_14951,0.118,0.059,0.647,0.0,0.118,0.118,0.588,0.176,0.529
Seq_14952,0.176,0.059,0.647,0.0,0.118,0.176,0.588,0.235,0.529
Seq_14953,0.176,0.059,0.706,0.0,0.118,0.176,0.647,0.176,0.471
Seq_14954,0.176,0.059,0.706,0.0,0.118,0.176,0.588,0.176,0.471
Seq_14955,0.176,0.059,0.706,0.0,0.118,0.176,0.588,0.176,0.412
Seq_14956,0.176,0.059,0.706,0.059,0.118,0.176,0.647,0.235,0.412
Seq_14957,0.176,0.059,0.706,0.059,0.118,0.176,0.647,0.235,0.412
Seq_14958,0.176,0.059,0.706,0.118,0.118,0.176,0.647,0.294,0.412
Seq_14959,0.176,0.059,0.647,0.118,0.118,0.176,0.588,0.294,0.412
Seq_14960,0.176,0.059,0.647,0.118,0.176,0.176,0.588,0.294,0.353
Seq_14961,0.176,0.118,0.588,0.118,0.118,0.176,0.529,0.294,0.353
Seq_14962,0.176,0.118,0.588,0.118,0.118,0.176,0.529,0.294,0.353
Seq_14963,0.176,0.059,0.647,0.118,0.118,0.176,0.588,0.294,0.353
Seq_14964,0.118,0.059,0.706,0.118,0.118,0.118,0.647,0.235,0.353
Seq_14965,0.118,0.059,0.706,0.118,0.118,0.118,0.647,0.235,0.412
Seq_14966,0.118,0.059,0.765,0.118,0.118,0.118,0.706,0.235,0.471
Seq_14967,0.118,0.118,0.706,0.118,0.059,0.118,0.647,0.235,0.529
Seq_14968,0.118,0.118,0.706,0.118,0.059,0.118,0.647,0.235,0.529
Seq_14969,0.059,0.118,0.706,0.118,0.059,0.059,0.647,0.176,0.529
Seq_14970,0.059,0.118,0.706,0.118,0.059,0.059,0.647,0.176,0.529
Seq_14971,0.059,0.118,0.706,0.118,0.059,0.059,0.706,0.176,0.529
Seq_14972,0.059,0.118,0.706,0.118,0.059,0.059,0.647,0.176,0.588
Seq_14973,0.059,0.118,0.647,0.059,0.059,0.059,0.588,0.118,0.529
Seq_14974,0.059,0.118,0.647,0.059,0.059,0.059,0.588,0.118,0.529
Seq_14975,0.059,0.176,0.588,0.0,0.059,0.059,0.529,0.059,0.529
Seq_14976,0.118,0.176,0.588,0.0,0.059,0.118,0.529,0.118,0.471
Seq_14977,0.118,0.176,0.588,0.0,0.0,0.118,0.471,0.118,0.529
Seq_14978,0.176,0.118,0.588,0.0,0.0,0.176,0.471,0.176,0.529
Seq_14979,0.176,0.118,0.588,0.0,0.0,0.176,0.471,0.176,0.529
Seq_14980,0.176,0.176,0.529,0.0,0.0,0.176,0.412,0.176,0.529
Seq_14981,0.235,0.176,0.471,0.0,0.0,0.235,0.353,0.235,0.529
Seq_14982,0.235,0.176,0.412,0.0,0.0,0.235,0.294,0.235,0.529
Seq_14983,0.235,0.176,0.412,0.059,0.0,0.235,0.294,0.294,0.529
Seq_14984,0.235,0.118,0.471,0.059,0.0,0.235,0.294,0.294,0.529
Seq_14985,0.294,0.118,0.412,0.059,0.0,0.294,0.235,0.353,0.471
Seq_14986,0.294,0.118,0.471,0.059,0.0,0.294,0.294,0.353,0.529
Seq_14987,0.353,0.118,0.412,0.059,0.0,0.353,0.235,0.412,0.529
Seq_14988,0.353,0.118,0.353,0.059,0.0,0.353,0.176,0.412,0.529
Seq_14989,0.353,0.118,0.294,0.059,0.0,0.353,0.176,0.471,0.529
Seq_14990,0.353,0.176,0.294,0.059,0.059,0.353,0.176,0.471,0.529
Seq_14991,0.294,0.176,0.294,0.059,0.059,0.294,0.176,0.412,0.529
Seq_14992,0.353,0.118,0.294,0.059,0.059,0.353,0.176,0.471,0.471
Seq_14993,0.294,0.118,0.294,0.059,0.059,0.294,0.176,0.412,0.529
Seq_14994,0.294,0.118,0.294,0.059,0.059,0.294,0.235,0.412,0.529
Seq_14995,0.235,0.118,0.294,0.059,0.059,0.235,0.235,0.353,0.529
Seq_14996,0.235,0.118,0.294,0.059,0.059,0.235,0.235,0.353,0.471
Seq_14997,0.235,0.118,0.294,0.059,0.059,0.235,0.235,0.353,0.471
Seq_14998,0.176,0.176,0.294,0.059,0.059,0.176,0.235,0.294,0.471
Seq_14999,0.235,0.176,0.294,0.059,0.059,0.235,0.235,0.353,0.412
Seq_15000,0.235,0.235,0.235,0.0,0.059,0.235,0.235,0.294,0.412
Seq_15001,0.235,0.235,0.235,0.0,0.059,0.235,0.235,0.294,0.412
Seq_15002,0.176,0.235,0.294,0.0,0.059,0.176,0.294,0.235,0.471
Seq_15003,0.176,0.235,0.294,0.0,0.059,0.176,0.294,0.235,0.471
Seq_15004,0.118,0.294,0.294,0.0,0.118,0.118,0.294,0.176,0.471
Seq_15005,0.118,0.294,0.353,0.0,0.118,0.118,0.353,0.176,0.471
Seq_15006,0.118,0.294,0.353,0.0,0.118,0.118,0.353,0.118,0.412
Seq_15007,0.118,0.235,0.412,0.0,0.059,0.118,0.412,0.118,0.412
Seq_15008,0.118,0.235,0.471,0.0,0.059,0.118,0.471,0.118,0.471
Seq_15009,0.059,0.235,0.529,0.0,0.059,0.059,0.529,0.059,0.529
Seq_15010,0.059,0.294,0.529,0.0,0.059,0.059,0.529,0.059,0.471
Seq_15011,0.059,0.294,0.529,0.0,0.059,0.059,0.471,0.059,0.471
Seq_15012,0.059,0.294,0.588,0.0,0.118,0.059,0.529,0.059,0.471
Seq_15013,0.059,0.294,0.588,0.0,0.118,0.059,0.471,0.059,0.529
Seq_15014,0.059,0.235,0.647,0.0,0.118,0.059,0.471,0.059,0.588
Seq_15015,0.118,0.176,0.647,0.0,0.118,0.118,0.471,0.118,0.588
Seq_15016,0.059,0.176,0.706,0.0,0.176,0.059,0.529,0.059,0.588
Seq_15017,0.059,0.118,0.765,0.0,0.176,0.059,0.529,0.059,0.529
Seq_15018,0.059,0.118,0.765,0.0,0.176,0.059,0.588,0.059,0.529
Seq_15019,0.059,0.118,0.765,0.0,0.176,0.059,0.588,0.059,0.529
Seq_15020,0.059,0.118,0.765,0.0,0.176,0.059,0.529,0.059,0.529
Seq_15021,0.059,0.059,0.824,0.0,0.118,0.059,0.588,0.059,0.588
Seq_15022,0.059,0.059,0.765,0.0,0.118,0.059,0.529,0.059,0.588
Seq_15023,0.059,0.059,0.824,0.0,0.118,0.059,0.588,0.059,0.647
Seq_15024,0.059,0.059,0.765,0.0,0.118,0.059,0.529,0.059,0.706
Seq_15025,0.059,0.059,0.765,0.059,0.118,0.059,0.529,0.118,0.706
Seq_15026,0.059,0.059,0.765,0.059,0.118,0.059,0.471,0.118,0.706
Seq_15027,0.118,0.0,0.765,0.059,0.118,0.118,0.471,0.176,0.706
Seq_15028,0.118,0.0,0.765,0.059,0.118,0.118,0.529,0.176,0.647
Seq_15029,0.118,0.0,0.765,0.059,0.059,0.118,0.529,0.176,0.706
Seq_15030,0.118,0.0,0.765,0.059,0.059,0.118,0.588,0.176,0.706
Seq_15031,0.118,0.059,0.706,0.059,0.059,0.118,0.647,0.176,0.706
Seq_15032,0.059,0.059,0.765,0.059,0.059,0.059,0.706,0.118,0.706
Seq_15033,0.059,0.059,0.765,0.059,0.0,0.059,0.706,0.118,0.765
Seq_15034,0.059,0.059,0.765,0.118,0.0,0.059,0.706,0.176,0.824
Seq_15035,0.059,0.059,0.765,0.176,0.0,0.059,0.706,0.235,0.824
Seq_15036,0.059,0.059,0.706,0.176,0.0,0.059,0.647,0.235,0.824
Seq_15037,0.059,0.059,0.706,0.176,0.0,0.059,0.706,0.235,0.824
